asset_id,day,age_years,days_since_maintenance,temperature,vibration,current_draw,is_anomaly,is_emergency_fault,days_until_failure
2,81,16,107,48.47,1.638,15.95,0,0,999
2,82,16,108,47.45,1.896,13.96,0,0,999
2,83,16,109,47.28,1.627,15.07,0,0,999
2,84,16,110,45.46,1.75,16.04,0,0,999
2,85,16,111,46.32,1.965,15.82,0,0,999
2,86,16,112,46.37,2.007,15.74,0,0,999
2,87,16,113,47.24,1.982,16.52,0,0,999
2,88,16,114,48.25,1.926,14.36,0,0,999
2,89,16,115,47.34,1.972,16.46,0,0,999
3,0,1,42,40.83,1.98,14.28,0,0,999
3,1,1,43,43.53,1.948,12.17,0,0,999
3,2,1,44,40.77,2.152,13.5,0,0,999
3,3,1,45,40.32,2.086,14.32,0,0,999
3,4,1,46,41.12,2.155,14.5,0,0,999
3,5,1,47,39.66,2.053,13.44,0,0,999
3,6,1,48,40.96,2.319,13.85,0,0,999
3,7,1,49,41.2,2.311,12.83,0,0,999
3,8,1,50,39.41,2.351,13.49,0,0,999
3,9,1,51,41.66,1.983,12.89,0,0,999
3,10,1,52,43.29,2.322,13.53,0,0,999
3,11,1,53,41.49,2.571,14.89,0,0,999
3,12,1,54,38.06,2.058,12.0,0,0,999
3,13,1,55,39.31,2.248,13.48,0,0,999
3,14,1,56,38.13,1.959,12.68,0,0,999
3,15,1,57,41.8,2.403,14.66,0,0,999
3,16,1,58,40.38,2.364,14.1,0,0,999
3,17,1,59,39.68,2.297,13.82,0,0,999
3,18,1,60,39.06,2.486,13.26,0,0,999
3,19,1,61,40.56,2.097,12.67,0,0,999
3,20,1,62,37.13,2.248,15.3,0,0,999
3,21,1,63,38.9,2.686,14.42,0,0,999
3,22,1,64,39.72,2.243,13.18,0,0,999
3,23,1,65,42.99,2.317,14.24,0,0,999
3,24,1,66,40.96,2.223,13.55,0,0,999
3,25,1,67,39.82,2.021,13.94,0,0,999
3,26,1,68,38.18,2.199,12.94,0,0,999
3,27,1,69,41.39,2.474,14.26,0,0,999
3,28,1,70,41.44,2.145,13.14,0,0,999
3,29,1,71,39.93,2.169,12.97,0,0,999
3,30,1,72,39.78,2.168,14.05,0,0,999
3,31,1,73,38.85,2.13,12.02,0,0,999
3,32,1,74,42.55,2.12,13.82,0,0,999
3,33,1,75,41.14,2.437,13.12,0,0,999
3,34,1,76,39.01,2.006,11.06,0,0,999
3,35,1,77,40.67,2.356,13.67,0,0,999
3,36,1,78,38.13,2.395,12.73,0,0,999
3,37,1,79,39.07,2.131,13.35,0,0,999
3,38,1,80,38.2,2.234,13.63,0,0,999
3,39,1,81,42.09,2.266,12.22,0,0,999
3,40,1,82,40.65,2.08,12.4,0,0,999
3,41,1,83,38.38,1.953,12.84,0,0,999
3,42,1,84,42.12,2.578,12.83,0,0,999
3,43,1,85,42.06,2.18,11.97,0,0,999
3,44,1,86,41.48,2.275,14.75,0,0,999
3,45,1,87,38.13,2.659,14.56,0,0,999
3,46,1,88,40.4,2.195,12.72,0,0,999
3,47,1,89,40.59,2.212,13.7,0,0,999
3,48,1,90,39.99,2.452,13.39,0,0,999
3,49,1,91,40.04,2.393,11.99,0,0,999
3,50,1,92,40.94,2.243,12.16,0,0,999
3,51,1,93,37.86,2.391,14.06,0,0,999
3,52,1,94,40.69,2.497,13.64,0,0,999
3,53,1,95,42.3,2.302,13.07,0,0,999
3,54,1,96,38.84,2.149,13.09,0,0,999
3,55,1,97,42.47,2.355,13.56,0,0,999
3,56,1,98,41.73,2.318,13.5,0,0,999
3,57,1,99,38.18,2.41,12.92,0,0,999
3,58,1,100,42.06,2.417,12.76,0,0,999
3,59,1,101,41.85,2.185,13.01,0,0,999
3,60,1,102,40.81,2.282,13.32,0,0,999
3,61,1,103,38.43,2.221,15.11,0,0,999
3,62,1,104,36.25,2.37,14.14,0,0,999
3,63,1,105,38.39,2.169,12.49,0,0,999
3,64,1,106,43.21,2.405,14.21,0,0,999
3,65,1,107,40.61,2.436,13.28,0,0,999
3,66,1,108,42.47,2.217,12.75,0,0,999
3,67,1,109,43.14,2.236,12.57,0,0,999
3,68,1,110,39.06,2.103,13.97,0,0,999
3,69,1,111,40.28,2.584,14.24,0,0,999
3,70,1,112,40.81,2.45,12.89,0,0,999
3,71,1,113,37.64,2.091,13.41,0,0,999
3,72,1,114,40.09,2.363,13.19,0,0,999
3,73,1,115,41.55,2.464,13.19,0,0,999
3,74,1,116,41.26,1.976,13.19,0,0,999
3,75,1,117,38.58,2.261,13.48,0,0,999
3,76,1,118,40.78,2.167,15.13,0,0,999
3,77,1,119,38.53,2.04,14.62,0,0,999
3,78,1,120,39.37,2.098,15.13,0,0,999
3,79,1,121,41.91,2.15,13.47,0,0,999
3,80,1,122,43.35,2.343,14.32,0,0,999
3,81,1,123,41.63,2.379,13.32,0,0,999
3,82,1,124,40.44,2.279,13.88,0,0,999
3,83,1,125,40.0,2.258,13.04,0,0,999
3,84,1,126,40.6,2.052,15.38,0,0,999
3,85,1,127,39.33,2.185,12.64,0,0,999
3,86,1,128,41.35,2.21,12.52,0,0,999
3,87,1,129,41.41,2.358,13.24,0,0,999
3,88,1,130,39.43,2.568,13.56,0,0,999
3,89,1,131,38.52,2.451,12.61,0,0,999
4,0,3,43,55.23,1.735,18.55,0,0,999
4,1,3,44,53.95,1.709,18.29,0,0,999
4,2,3,45,54.74,1.658,16.04,0,0,999
4,3,3,46,49.67,1.622,15.97,0,0,999
4,4,3,47,57.12,1.59,16.37,0,0,999
4,5,3,48,50.94,1.647,16.39,0,0,999
4,6,3,49,55.83,1.713,16.91,0,0,999
4,7,3,50,53.02,1.805,16.56,0,0,999
4,8,3,51,54.23,1.929,17.28,0,0,999
4,9,3,52,52.85,1.544,16.7,0,0,999
4,10,3,53,54.07,1.457,17.58,0,0,999
4,11,3,54,53.54,1.665,16.39,0,0,999
4,12,3,55,52.51,1.777,16.81,0,0,999
4,13,3,56,52.47,1.758,17.32,0,0,999
4,14,3,57,51.35,1.773,18.92,0,0,999
4,15,3,58,53.93,1.432,17.06,0,0,999
4,16,3,59,50.48,2.162,18.71,0,0,999
4,17,3,60,52.23,1.35,16.21,0,0,999
4,18,3,61,52.95,1.423,16.86,0,0,999
4,19,3,62,52.94,1.706,17.1,0,0,999
4,20,3,63,51.78,1.559,16.95,0,0,999
4,21,3,64,52.28,1.823,16.95,0,0,999
4,22,3,65,56.02,1.81,17.8,0,0,999
4,23,3,66,53.42,1.711,18.3,0,0,999
4,24,3,67,52.66,1.769,16.7,0,0,999
4,25,3,68,52.82,1.512,16.32,0,0,999
4,26,3,69,51.83,1.776,17.75,0,0,999
4,27,3,70,53.08,1.722,16.79,0,0,999
4,28,3,71,52.01,1.817,17.44,0,0,999
4,29,3,72,50.39,1.645,16.21,0,0,999
4,30,3,73,52.64,1.587,16.88,0,0,999
4,31,3,74,52.73,1.635,17.8,0,0,999
4,32,3,75,54.06,1.582,16.47,0,0,999
4,33,3,76,53.96,1.761,16.43,0,0,999
4,34,3,77,52.87,1.964,16.45,0,0,999
4,35,3,78,56.09,1.853,18.3,0,0,999
4,36,3,79,52.28,1.662,16.56,0,0,999
4,37,3,80,54.92,1.602,17.5,0,0,999
4,38,3,81,54.24,1.68,17.96,0,0,999
4,39,3,82,53.39,1.812,16.52,0,0,999
4,40,3,83,52.14,1.797,17.26,0,0,999
4,41,3,84,53.59,1.636,18.16,0,0,999
4,42,3,85,51.55,1.512,17.67,0,0,999
4,43,3,86,54.52,1.74,16.69,0,0,999
4,44,3,87,53.98,1.945,18.93,0,0,999
4,45,3,88,50.74,1.624,16.53,0,0,999
4,46,3,89,55.67,1.315,17.33,0,0,999
4,47,3,90,52.84,1.933,18.12,0,0,999
4,48,3,91,53.77,1.45,16.46,0,0,999
4,49,3,92,52.53,1.488,17.84,0,0,999
4,50,3,93,51.05,1.982,18.49,0,0,999
4,51,3,94,52.65,1.737,16.86,0,0,999
4,52,3,95,54.58,1.878,17.12,0,0,999
4,53,3,96,53.93,1.594,17.27,0,0,999
4,54,3,97,53.47,1.55,16.91,0,0,999
4,55,3,98,52.65,1.596,16.0,0,0,999
4,56,3,99,53.32,1.57,16.54,0,0,999
4,57,3,100,54.84,1.782,16.13,0,0,999
4,58,3,101,53.75,1.707,18.28,0,0,999
4,59,3,102,55.3,1.457,17.61,0,0,999
4,60,3,103,55.12,1.771,16.65,0,0,999
4,61,3,104,56.85,1.785,18.5,0,0,999
4,62,3,105,55.25,1.757,16.45,0,0,999
4,63,3,106,53.19,1.654,15.95,0,0,999
4,64,3,107,54.2,1.922,16.68,0,0,999
4,65,3,108,56.47,1.454,17.76,0,0,999
4,66,3,109,55.73,1.657,16.77,0,0,999
4,67,3,110,54.79,1.763,15.32,0,0,999
4,68,3,111,51.96,1.685,15.82,0,0,999
4,69,3,112,52.51,1.486,16.62,0,0,999
4,70,3,113,52.72,1.74,16.84,0,0,999
4,71,3,114,53.98,1.745,17.74,0,0,999
4,72,3,115,54.54,1.802,19.4,0,0,999
4,73,3,116,53.75,2.076,17.25,0,0,999
4,74,3,117,53.1,1.631,18.12,0,0,999
4,75,3,118,55.69,1.777,17.82,0,0,999
4,76,3,119,51.31,1.455,17.91,0,0,999
4,77,3,120,53.04,1.8,16.34,0,0,999
4,78,3,121,55.71,1.456,15.81,0,0,999
4,79,3,122,55.39,1.296,17.22,0,0,999
4,80,3,123,53.06,1.577,16.76,0,0,999
4,81,3,124,51.95,1.919,18.36,0,0,999
4,82,3,125,52.2,1.729,15.86,0,0,999
4,83,3,126,54.84,1.844,16.68,0,0,999
4,84,3,127,53.25,1.673,15.62,0,0,999
4,85,3,128,55.54,1.572,16.31,0,0,999
4,86,3,129,53.0,1.837,16.44,0,0,999
4,87,3,130,50.3,1.554,17.26,0,0,999
4,88,3,131,56.51,1.498,15.88,0,0,999
4,89,3,132,50.96,1.442,17.88,0,0,999
5,0,12,43,50.59,1.896,15.58,0,0,999
5,1,12,44,46.79,2.068,15.7,0,0,999
5,2,12,45,47.3,1.841,16.84,0,0,999
5,3,12,46,51.6,1.941,15.6,0,0,999
5,4,12,47,49.24,1.995,14.2,0,0,999
5,5,12,48,49.29,1.66,14.96,0,0,999
5,6,12,49,49.4,2.063,14.9,0,0,999
5,7,12,50,47.96,1.884,15.46,0,0,999
5,8,12,51,48.6,2.073,15.13,0,0,999
5,9,12,52,49.2,2.049,15.7,0,0,999
5,10,12,53,48.25,2.0,16.15,0,0,999
5,11,12,54,49.9,2.245,14.75,0,0,999
5,12,12,55,47.98,1.731,16.29,0,0,999
5,13,12,56,48.14,2.004,15.06,0,0,999
5,14,12,57,48.15,2.157,16.1,0,0,999
5,15,12,58,48.48,2.088,16.18,0,0,999
5,16,12,59,48.06,1.753,14.82,0,0,999
5,17,12,60,46.63,2.148,16.61,0,0,999
5,18,12,61,51.02,1.67,16.4,0,0,999
5,19,12,62,51.96,2.14,13.82,0,0,999
5,20,12,63,51.3,1.979,15.36,0,0,999
5,21,12,64,49.32,1.816,15.55,0,0,999
5,22,12,65,51.07,2.067,15.59,0,0,999
5,23,12,66,48.78,1.796,15.42,0,0,999
5,24,12,67,46.19,2.127,13.8,0,0,999
5,25,12,68,49.93,2.12,16.6,0,0,999
5,26,12,69,48.77,2.111,15.42,0,0,999
5,27,12,70,46.86,2.203,15.47,0,0,999
5,28,12,71,46.53,1.903,15.2,0,0,999
5,29,12,72,49.34,2.325,15.96,0,0,999
5,30,12,73,48.95,2.342,16.33,0,0,999
5,31,12,74,49.02,1.901,15.8,0,0,999
5,32,12,75,48.54,1.987,16.6,0,0,999
5,33,12,76,47.83,2.05,16.3,0,0,999
5,34,12,77,47.65,1.85,15.42,0,0,999
5,35,12,78,47.95,2.146,14.74,0,0,999
5,36,12,79,48.75,2.355,15.87,0,0,999
5,37,12,80,49.51,2.147,15.17,0,0,999
5,38,12,81,47.02,2.0,15.76,0,0,999
5,39,12,82,46.22,2.029,16.4,0,0,999
5,40,12,83,47.27,2.038,16.26,0,0,999
5,41,12,84,49.52,2.075,15.35,0,0,999
5,42,12,85,46.95,1.906,15.08,0,0,999
5,43,12,86,48.52,2.137,14.49,0,0,999
5,44,12,87,48.86,1.814,14.95,0,0,999
5,45,12,88,49.48,1.795,16.13,0,0,999
5,46,12,89,46.62,2.073,14.3,0,0,999
5,47,12,90,47.72,2.258,16.91,0,0,999
5,48,12,91,48.02,2.032,16.51,0,0,999
5,49,12,92,49.67,1.932,14.95,0,0,999
5,50,12,93,49.95,2.143,16.92,0,0,999
5,51,12,94,46.11,1.785,16.47,0,0,999
5,52,12,95,46.32,2.159,15.37,0,0,999
5,53,12,96,47.86,2.004,14.47,0,0,999
5,54,12,97,49.88,2.227,16.24,0,0,999
5,55,12,98,48.27,1.742,14.34,0,0,999
5,56,12,99,46.65,1.971,15.63,0,0,999
5,57,12,100,49.95,1.704,16.59,0,0,999
5,58,12,101,49.69,1.924,14.59,0,0,999
5,59,12,102,50.52,1.928,15.53,0,0,999
5,60,12,103,49.22,1.836,15.32,0,0,999
5,61,12,104,49.94,2.088,16.16,0,0,999
5,62,12,105,46.91,1.938,15.23,0,0,999
5,63,12,106,49.28,2.023,15.67,0,0,999
5,64,12,107,52.34,1.93,15.22,0,0,999
5,65,12,108,46.91,1.742,14.57,0,0,999
5,66,12,109,47.57,2.17,15.58,0,0,999
5,67,12,110,48.93,1.959,15.84,0,0,999
5,68,12,111,50.75,1.674,16.52,0,0,999
5,69,12,112,44.87,1.977,17.3,0,0,999
5,70,12,113,49.66,2.029,17.15,0,0,999
5,71,12,114,47.59,2.038,16.01,0,0,999
5,72,12,115,47.86,1.908,15.11,0,0,999
5,73,12,116,48.77,2.055,15.64,0,0,999
5,74,12,117,49.71,1.678,15.37,0,0,999
5,75,12,118,47.11,2.018,15.77,0,0,999
5,76,12,119,48.47,2.05,16.34,0,0,999
5,77,12,120,48.55,1.815,14.28,0,0,999
5,78,12,121,48.7,2.009,14.77,0,0,999
5,79,12,122,49.73,1.904,14.22,0,0,999
5,80,12,123,50.53,2.145,13.93,0,0,999
5,81,12,124,47.8,1.883,16.86,0,0,999
5,82,12,125,48.49,1.749,16.25,0,0,999
5,83,12,126,46.8,1.934,14.93,0,0,999
5,84,12,127,47.8,2.114,16.76,0,0,999
5,85,12,128,46.73,2.067,14.96,0,0,999
5,86,12,129,47.59,2.047,14.72,0,0,999
5,87,12,130,49.35,2.083,15.2,0,0,999
5,88,12,131,50.63,1.782,16.62,0,0,999
5,89,12,132,45.73,2.378,15.22,0,0,999
6,0,5,53,42.09,2.196,13.94,0,0,999
6,1,5,54,42.38,1.761,15.56,0,0,999
6,2,5,55,42.14,2.152,14.64,0,0,999
6,3,5,56,40.86,2.113,13.69,0,0,999
6,4,5,57,38.9,1.99,14.43,0,0,999
6,5,5,58,42.34,2.155,15.16,0,0,999
6,6,5,59,43.03,2.039,15.13,0,0,999
6,7,5,60,41.34,2.061,14.87,0,0,999
6,8,5,61,42.0,1.966,15.39,0,0,999
6,9,5,62,40.45,1.988,15.79,0,0,999
6,10,5,63,40.09,1.667,15.03,0,0,999
6,11,5,64,41.13,2.143,14.63,0,0,999
6,12,5,65,40.61,1.98,15.61,0,0,999
6,13,5,66,42.38,1.626,14.89,0,0,999
6,14,5,67,41.87,1.988,14.25,0,0,999
6,15,5,68,43.3,2.178,12.98,0,0,999
6,16,5,69,40.32,1.969,15.5,0,0,999
6,17,5,70,41.57,1.888,15.31,0,0,999
6,18,5,71,41.2,1.973,14.72,0,0,999
6,19,5,72,42.37,1.945,15.29,0,0,999
6,20,5,73,41.4,1.831,14.71,0,0,999
6,21,5,74,39.99,1.997,15.4,0,0,999
6,22,5,75,39.9,2.046,14.08,0,0,999
6,23,5,76,41.82,2.12,13.03,0,0,999
6,24,5,77,39.84,1.936,14.99,0,0,999
6,25,5,78,41.26,1.984,16.37,0,0,999
6,26,5,79,39.69,2.161,14.46,0,0,999
6,27,5,80,42.34,2.31,15.29,0,0,999
6,28,5,81,42.07,2.231,15.64,0,0,999
6,29,5,82,40.31,2.035,13.36,0,0,999
6,30,5,83,40.7,2.038,14.26,0,0,999
6,31,5,84,41.92,1.989,15.17,0,0,999
6,32,5,85,40.88,1.85,15.92,0,0,999
6,33,5,86,40.77,2.09,15.89,0,0,999
6,34,5,87,41.76,1.863,14.6,0,0,999
6,35,5,88,43.04,2.022,13.77,0,0,999
6,36,5,89,42.41,2.106,14.45,0,0,999
6,37,5,90,42.43,2.028,14.58,0,0,999
6,38,5,91,39.57,2.153,15.35,0,0,999
6,39,5,92,42.39,2.223,15.49,0,0,999
6,40,5,93,42.54,1.659,15.7,0,0,999
6,41,5,94,41.64,2.038,14.99,0,0,999
6,42,5,95,42.67,2.159,15.25,0,0,999
6,43,5,96,42.23,2.026,12.06,0,0,999
6,44,5,97,41.08,1.85,15.71,0,0,999
6,45,5,98,42.44,1.922,14.45,0,0,999
6,46,5,99,40.92,1.929,13.58,0,0,999
6,47,5,100,39.02,1.995,15.6,0,0,999
6,48,5,101,40.71,2.037,15.33,0,0,999
6,49,5,102,40.02,1.988,14.21,0,0,999
6,50,5,103,43.92,2.225,13.94,0,0,999
6,51,5,104,42.09,2.151,15.42,0,0,999
6,52,5,105,41.64,2.187,14.01,0,0,999
6,53,5,106,41.06,1.859,15.36,0,0,999
6,54,5,107,40.64,1.965,15.23,0,0,999
6,55,5,108,42.56,1.855,15.58,0,0,999
6,56,5,109,42.2,1.829,13.68,0,0,999
6,57,5,110,41.49,2.119,15.44,0,0,999
6,58,5,111,42.05,1.998,15.15,0,0,999
6,59,5,112,40.23,2.244,16.08,0,0,999
6,60,5,113,42.16,2.021,14.41,0,0,999
6,61,5,114,42.31,1.887,12.96,0,0,999
6,62,5,115,37.44,1.871,14.86,0,0,999
6,63,5,116,42.01,1.918,14.85,0,0,999
6,64,5,117,41.1,1.841,14.7,0,0,999
6,65,5,118,42.73,1.848,13.98,0,0,999
6,66,5,119,39.91,1.701,14.35,0,0,999
6,67,5,120,42.58,2.017,14.6,0,0,999
6,68,5,121,41.71,1.918,13.18,0,0,999
6,69,5,122,42.69,2.152,14.16,0,0,999
6,70,5,123,41.29,1.955,15.02,0,0,999
6,71,5,124,44.05,2.165,14.44,0,0,999
6,72,5,125,42.33,2.179,15.07,0,0,999
6,73,5,126,41.51,2.058,14.18,0,0,999
6,74,5,127,40.68,1.831,14.98,0,0,999
6,75,5,128,41.32,1.868,14.61,0,0,999
6,76,5,129,42.22,2.278,15.55,0,0,999
6,77,5,130,38.09,2.027,15.88,0,0,999
6,78,5,131,39.51,2.074,14.55,0,0,999
6,79,5,132,43.24,2.052,14.03,0,0,999
6,80,5,133,41.21,1.97,14.64,0,0,999
6,81,5,134,43.19,1.865,15.54,0,0,999
6,82,5,135,41.06,2.025,14.8,0,0,999
6,83,5,136,41.48,1.989,15.9,0,0,999
